,omega0,domega0,I0,dI0,Gamma0,dGamma0,I1,dI1,Omega1,dOmega1,Gamma1,dGamma1
0.5,-0.008750681956197576,0.005425844055638104,9.999863854251018,1501.6643569414168,0.0020493426018357574,0.42070737770770716,0.1965879386798619,0.03947857244978335,12.784140258417459,3.682514431358575,8.624152692435734,4.503068263056778
0.7,-0.014976459741243564,2.7169562118585044e-07,0.5387565081516393,0.637518405873089,0.013993006597755153,0.056989773167798984,0.27098476562840423,0.04179637625576949,13.439948664660825,5.447848135484054,15.40056777464731,12.85533969377165
0.9,0.005223535395676798,1.370584899187186e-08,0.676805805502767,0.057824978454537296,0.04989517729705861,0.01458119803785333,0.2436143372383709,0.01790529004942525,18.85434865733775,3.2432753095797744,18.19185349662099,6.336437733670857
1.1,0.009809179261008605,0.00978831284294459,4.209808268565086,4226.078457056575,0.0005423259045889139,0.5471006185275477,0.317344276527865,0.017878266478887798,23.263653685991226,4.923294725162738,29.99999997049174,8.785179451287295
1.5,-0.01877648138917612,1.233388859588282e-07,2.3656562154578915,0.8461277503985002,0.04064092059821944,0.07416876858020516,0.5377166484126888,0.3107228281658412,7.789195716745328,2.8576330078590395,15.610969910811612,14.422735451632292
