,omega0,domega0,I0,dI0,Gamma0,dGamma0,I1,dI1,Omega1,dOmega1,Gamma1,dGamma1
0.5,0.044796491920731624,0.004858031379653727,9.971564674942975,3309.402059489205,0.0015469918787500703,0.5262231716605138,0.03176106535769552,0.009989371956486148,9.716816739434554,1.6250060437202776,3.2290175090343833,1.8615787667932437
0.7,0.0028100550025571547,0.003724176955073983,0.8486411345179068,0.9577826488923871,0.023147889710765535,0.03677134649732303,0.12417301837056416,0.06272490073930381,24.303718726898296,46.00846160154967,29.99999956067453,5.132610492294403
0.9,0.005223595701991712,0.004551252284884856,0.6896067807042011,0.22547983128857982,0.03672742548955488,0.02734991125213318,0.14972333273458371,0.0107025052585165,13.339458444197822,1.397132674288451,11.691000868826043,2.8604862137067095
1.1,0.018423566711591288,3.520719620561687e-08,0.6571030349609153,0.014899051079589365,0.0691375270180894,0.01585407255504856,0.21347328934112675,0.016432052886464363,21.938331514766187,6.60705639454481,29.82124578958215,17.84602179034721
1.5,-0.0045926530693658485,0.0033604008246727237,2.124314535054594,0.01682660563758286,0.08025122729654144,0.011942090764425716,0.3331276870015415,0.02451308814938581,19.72785842679587,4.992907999469522,29.999999987946588,5.646375849218911
