omega,Q,ki,kf,Ei,Ef,theta,Is,Im,T_self
-12.49999999999961,0.5,5.8,6.298632036112131,69.70269243254256,82.20269243254216,0.006115100859638338,4.39988105403177e-12,3.79706725348599e-11,0.7448236404383857
-12.399999999999608,0.5,5.8,6.294799711041436,69.70269243254256,82.10269243254217,0.011903623237913465,4.513683079975555e-12,3.999295918162488e-11,0.7419660546028116
-12.299999999999606,0.5,5.8,6.290965051398445,69.70269243254256,82.00269243254218,0.01566476267783872,4.6587083620986335e-12,3.875182283508141e-11,0.7413820654183803
-12.199999999999605,0.5,5.8,6.287128052911434,69.70269243254256,81.90269243254217,0.018667021421618104,4.679315712539256e-12,4.074882732977964e-11,0.7415834715183983
-12.099999999999604,0.5,5.8,6.28328871129564,69.70269243254256,81.80269243254216,0.02123470112185452,4.743590518956013e-12,3.916058503263052e-11,0.743300879465218
-11.999999999999602,0.5,5.8,6.279447022253195,69.70269243254256,81.70269243254216,0.023510569881577487,4.809660376573124e-12,3.9637636883198825e-11,0.745218080075235
-11.8999999999996,0.5,5.8,6.27560298147308,69.70269243254256,81.60269243254217,0.025572609338014276,4.902802112451901e-12,4.016721731844762e-11,0.7434104045676361
-11.7999999999996,0.5,5.8,6.2717565846310634,69.70269243254256,81.50269243254216,0.027468972377354496,5.107736362524233e-12,3.983164641941482e-11,0.7408408558803005
-11.699999999999598,0.5,5.8,6.267907827389646,69.70269243254256,81.40269243254215,0.02923187858098845,5.191212374238225e-12,4.181444721341873e-11,0.7420050125894612
-11.599999999999596,0.5,5.8,6.264056705398004,69.70269243254256,81.30269243254216,0.03088415008753796,5.195785778906616e-12,4.0947037929201444e-11,0.7435631491471907
-11.499999999999595,0.5,5.8,6.260203214291928,69.70269243254256,81.20269243254216,0.03244265661757774,5.279758134141313e-12,4.013521781001428e-11,0.7439980242773448
-11.399999999999594,0.5,5.8,6.256347349693771,69.70269243254256,81.10269243254216,0.03392028833046622,5.4163154531486015e-12,4.19964926307238e-11,0.7421028511710361
-11.299999999999592,0.5,5.8,6.252489107212388,69.70269243254256,81.00269243254215,0.03532715953598149,5.52055111171935e-12,3.980128229544599e-11,0.7421370502620893
-11.19999999999959,0.5,5.8,6.248628482443076,69.70269243254256,80.90269243254215,0.03667138089033415,5.697442589172754e-12,4.048025875157654e-11,0.7427094657241365
-11.09999999999959,0.5,5.8,6.2447654709675176,69.70269243254256,80.80269243254216,0.03795957536597825,5.80664768308626e-12,4.0434316971557104e-11,0.7433119541708689
-10.999999999999588,0.5,5.8,6.240900068353718,69.70269243254256,80.70269243254215,0.039197234861981005,5.835346430088425e-12,4.329366661567021e-11,0.7433468475126193
-10.899999999999586,0.5,5.8,6.237032270155954,69.70269243254256,80.60269243254214,0.04038897379811288,6.037814009760589e-12,4.1556438475666924e-11,0.7430934911297996
-10.799999999999585,0.5,5.8,6.233162071914706,69.70269243254256,80.50269243254215,0.041538713900583946,6.07977421731569e-12,4.191209734186353e-11,0.7421342793077677
-10.699999999999584,0.5,5.8,6.229289469156601,69.70269243254256,80.40269243254215,0.04264982171935928,6.20927643664025e-12,4.255822151902096e-11,0.7427955738849414
-10.599999999999582,0.5,5.8,6.225414457394352,69.70269243254256,80.30269243254214,0.043725212872365776,6.450287661634646e-12,4.316583087898498e-11,0.7415519213237831
-10.49999999999958,0.5,5.8,6.2215370321267,69.70269243254256,80.20269243254214,0.04476743236233168,6.485707262533849e-12,4.309358956376306e-11,0.7414549130075909
-10.39999999999958,0.5,5.8,6.21765718883835,69.70269243254256,80.10269243254214,0.04577871735862482,6.613874241473899e-12,4.180682247288136e-11,0.7418886033476411
-10.299999999999578,0.5,5.8,6.2137749229999075,69.70269243254256,80.00269243254215,0.04676104691040383,6.754890064640783e-12,4.3174283508746904e-11,0.7417562692426803
-10.199999999999577,0.5,5.8,6.209890230067822,69.70269243254256,79.90269243254214,0.047716181771930814,6.849038375145007e-12,4.3289475663535046e-11,0.743701355062801
-10.099999999999575,0.5,5.8,6.206003105484325,69.70269243254256,79.80269243254213,0.048645696644030935,7.046670329900062e-12,4.395381097445731e-11,0.7415827731525045
-9.999999999999574,0.5,5.8,6.202113544677361,69.70269243254256,79.70269243254214,0.04955100652664439,7.266393725627299e-12,4.3667503956286086e-11,0.7432170555733636
-9.899999999999572,0.5,5.8,6.198221543060532,69.70269243254256,79.60269243254214,0.05043338844706311,7.359413078010657e-12,4.65957917434846e-11,0.7426460574250546
-9.79999999999957,0.5,5.8,6.194327096033029,69.70269243254256,79.50269243254213,0.0512939995192874,7.490659383650296e-12,4.655937361571621e-11,0.7422496190201079
-9.69999999999957,0.5,5.8,6.190430198979572,69.70269243254256,79.40269243254212,0.052133892064899164,7.678316033836657e-12,4.395332462388951e-11,0.7423711376235287
-9.599999999999568,0.5,5.8,6.186530847270347,69.70269243254256,79.30269243254213,0.05295402636010402,7.952293725301864e-12,4.4249496149379715e-11,0.74236306667696
-9.499999999999567,0.5,5.8,6.182629036260938,69.70269243254256,79.20269243254214,0.053755281449339186,8.160631987873282e-12,4.353989646686065e-11,0.740818662898401
-9.399999999999565,0.5,5.8,6.178724761292264,69.70269243254256,79.10269243254213,0.05453846437265216,8.334065073681122e-12,4.469164680480198e-11,0.7418078564283216
-9.299999999999564,0.5,5.8,6.174818017690517,69.70269243254256,79.00269243254212,0.05530431808240965,8.529836934259118e-12,4.4306996289774705e-11,0.7421730641105251
-9.199999999999562,0.5,5.8,6.170908800767091,69.70269243254256,78.90269243254212,0.05605352827016135,8.723878691886468e-12,4.3304869435865054e-11,0.742479849708961
-9.09999999999956,0.5,5.8,6.166997105818522,69.70269243254256,78.80269243254213,0.056786729281751394,8.793350259305536e-12,4.5896279356880014e-11,0.7428430992224486
-8.99999999999956,0.5,5.8,6.1630829281264194,69.70269243254256,78.70269243254212,0.057504509265342695,9.136199309721014e-12,4.53070736843263e-11,0.7424981154083605
-8.899999999999558,0.5,5.8,6.159166262957399,69.70269243254256,78.60269243254211,0.05820741467058318,9.356825926270118e-12,4.5678567170325274e-11,0.7427534847434987
-8.799999999999557,0.5,5.8,6.155247105563017,69.70269243254256,78.50269243254212,0.05889595419631955,9.418128353095344e-12,4.469194467064629e-11,0.7432693531261995
-8.699999999999555,0.5,5.8,6.151325451179705,69.70269243254256,78.40269243254212,0.05957060226723087,9.713754906780423e-12,4.714719415771193e-11,0.7423433365688348
-8.599999999999554,0.5,5.8,6.147401295028696,69.70269243254256,78.30269243254212,0.060231802106409875,9.941896694424048e-12,4.5820182830147675e-11,0.7420243755055794
-8.499999999999552,0.5,5.8,6.143474632315965,69.70269243254256,78.20269243254211,0.06087996845990382,1.0217405653198038e-11,4.553062077988216e-11,0.7409087823046321
-8.399999999999551,0.5,5.8,6.1395454582321545,69.70269243254256,78.10269243254211,0.06151549002013478,1.060422593817451e-11,4.654649160895667e-11,0.7417283141013344
-8.29999999999955,0.5,5.8,6.135613767952508,69.70269243254256,78.00269243254212,0.06213873158803779,1.0930086815020196e-11,4.629736339700355e-11,0.740196859992474
-8.199999999999548,0.5,5.8,6.1316795566368,69.70269243254256,77.90269243254211,0.06275003600746266,1.102151506865134e-11,4.760213182757768e-11,0.7418926390087689
-8.099999999999547,0.5,5.8,6.127742819429268,69.70269243254256,77.8026924325421,0.06334972590051681,1.128902387824759e-11,4.866318596846798e-11,0.7417617865892504
-7.999999999999545,0.5,5.8,6.123803551458542,69.70269243254256,77.70269243254211,0.06393810522830083,1.1592133252213202e-11,4.7453810109767666e-11,0.7420063992584621
-7.899999999999544,0.5,5.8,6.1198617478375725,69.70269243254256,77.60269243254211,0.06451546069808221,1.2107039989287712e-11,4.697220059510329e-11,0.7406033572613286
-7.799999999999542,0.5,5.8,6.115917403663562,69.70269243254256,77.5026924325421,0.06508206303488741,1.245376830881995e-11,4.7954689229390624e-11,0.7409001741875222
-7.699999999999541,0.5,5.8,6.111970514017892,69.70269243254256,77.4026924325421,0.06563816813321567,1.258440356876233e-11,4.750299402713135e-11,0.7417937088160196
-7.59999999999954,0.5,5.8,6.108021073966054,69.70269243254256,77.3026924325421,0.06618401810232517,1.314527419888482e-11,4.988648745576796e-11,0.7418037013176249
-7.499999999999538,0.5,5.8,6.1040690785575755,69.70269243254256,77.20269243254211,0.06671984221684639,1.3357904106439604e-11,4.8090934289326415e-11,0.740930135836996
-7.399999999999537,0.5,5.8,6.100114522825945,69.70269243254256,77.1026924325421,0.06724585778305027,1.3729749193437501e-11,4.9094290020931246e-11,0.741048083881305
-7.299999999999535,0.5,5.8,6.096157401788549,69.70269243254256,77.00269243254209,0.06776227092960026,1.432164607612319e-11,4.8611774448911504e-11,0.7412347497370709
-7.199999999999534,0.5,5.8,6.092197710446584,69.70269243254256,76.9026924325421,0.06826927733076117,1.4752025074954567e-11,4.869078932886348e-11,0.741444771541666
-7.0999999999995325,0.5,5.8,6.088235443784997,69.70269243254256,76.8026924325421,0.06876706286891932,1.4962401894925764e-11,4.9989514694925397e-11,0.7416336890181092
-6.999999999999531,0.5,5.8,6.0842705967724005,69.70269243254256,76.7026924325421,0.06925580424246457,1.5413613808184523e-11,5.016963243603698e-11,0.7408062070655632
-6.89999999999953,0.5,5.8,6.080303164361006,69.70269243254256,76.60269243254209,0.06973566952447526,1.5880220589876924e-11,4.9180222443849966e-11,0.7416417011161438
-6.799999999999528,0.5,5.8,6.076333141486547,69.70269243254256,76.50269243254209,0.0702068186768984,1.6657587044340923e-11,5.011440546515629e-11,0.7401924078720727
-6.699999999999527,0.5,5.8,6.072360523068197,69.70269243254256,76.4026924325421,0.07066940402450692,1.7167489223436898e-11,5.176235079781177e-11,0.7418625612489496
-6.599999999999525,0.5,5.8,6.068385304008502,69.70269243254256,76.30269243254209,0.07112357069234139,1.779615564604727e-11,5.2146247581436174e-11,0.7414471888685582
-6.499999999999524,0.5,5.8,6.064407479193301,69.70269243254256,76.20269243254208,0.0715694570100069,1.8151808197619895e-11,5.013408801794534e-11,0.7396081681308884
-6.3999999999995225,0.5,5.8,6.06042704349165,69.70269243254256,76.10269243254209,0.07200719488580541,1.86818884297508e-11,5.103910067143787e-11,0.7412957440356351
-6.299999999999521,0.5,5.8,6.056443991755744,69.70269243254256,76.00269243254209,0.07243691015336037,1.926422889249972e-11,5.1897449633434897e-11,0.741211543916027
-6.19999999999952,0.5,5.8,6.052458318820835,69.70269243254256,75.90269243254208,0.07285872289318147,2.0311712583364437e-11,5.1781823535999557e-11,0.741369432200142
-6.099999999999518,0.5,5.8,6.0484700195051655,69.70269243254256,75.80269243254207,0.07327274773124401,2.057542278776166e-11,5.243591689635633e-11,0.742225878152658
-5.999999999999517,0.5,5.8,6.044479088609879,69.70269243254256,75.70269243254208,0.0736790941165979,2.1841062018210005e-11,5.371335193530834e-11,0.7405714412544107
-5.899999999999515,0.5,5.8,6.040485520918945,69.70269243254256,75.60269243254209,0.07407786657967357,2.2130214572113218e-11,5.123132027317629e-11,0.7424634362769702
-5.799999999999514,0.5,5.8,6.036489311199078,69.70269243254256,75.50269243254208,0.07446916497292852,2.2892187826090334e-11,4.9999438063297205e-11,0.7434815494934115
-5.699999999999513,0.5,5.8,6.0324904541996585,69.70269243254256,75.40269243254207,0.07485308469521708,2.4334165855767304e-11,5.357367850735427e-11,0.7405084439052386
-5.599999999999511,0.5,5.8,6.028488944652656,69.70269243254256,75.30269243254207,0.07522971690113893,2.4860780803169136e-11,5.374259743722042e-11,0.7405621873933653
-5.49999999999951,0.5,5.8,6.0244847772725425,69.70269243254256,75.20269243254208,0.07559914869665123,2.6337308767648194e-11,5.3689155920920094e-11,0.7405592132943035
-5.399999999999508,0.5,5.8,6.020477946756211,69.70269243254256,75.10269243254207,0.07596146332184657,2.6780415454042156e-11,5.612442183643625e-11,0.7416754117243115
-5.299999999999507,0.5,5.8,6.016468447782899,69.70269243254256,75.00269243254206,0.07631674032199993,2.7806283953603387e-11,5.2257555333334975e-11,0.7420545570167705
-5.1999999999995055,0.5,5.8,6.012456275014103,69.70269243254256,74.90269243254207,0.07666505570765533,2.9112062804946073e-11,5.2928168651446654e-11,0.739999637322486
-5.099999999999504,0.5,5.8,6.008441423093493,69.70269243254256,74.80269243254207,0.07700648210463984,3.029066327517686e-11,5.590911628844644e-11,0.7410432651938902
-4.999999999999503,0.5,5.8,6.0044238866468325,69.70269243254256,74.70269243254207,0.0773410888946515,3.1551876667315895e-11,5.333576186091444e-11,0.7419883196448335
-4.899999999999501,0.5,5.8,6.0004036602818935,69.70269243254256,74.60269243254206,0.07766894234717034,3.286168091320307e-11,5.432169154890807e-11,0.7422928252177348
-4.7999999999995,0.5,5.8,5.996380738588373,69.70269243254256,74.50269243254206,0.07799010574323169,3.443840918880207e-11,5.5485361192418216e-11,0.7418942578267204
-4.699999999999498,0.5,5.8,5.992355116137806,69.70269243254256,74.40269243254207,0.07830463949165457,3.6078349406593014e-11,5.523792758082605e-11,0.7416890160856343
-4.599999999999497,0.5,5.8,5.988326787483481,69.70269243254256,74.30269243254206,0.07861260123824591,3.879227248132726e-11,6.008612635780837e-11,0.7418822147494255
-4.4999999999994955,0.5,5.8,5.984295747160355,69.70269243254256,74.20269243254205,0.07891404596841435,4.0856947451521026e-11,5.539850233035416e-11,0.7407829145549933
-4.399999999999494,0.5,5.8,5.980261989684968,69.70269243254256,74.10269243254206,0.07920902610367204,4.29761396018609e-11,5.969446321283691e-11,0.7407455834305172
-4.299999999999493,0.5,5.8,5.97622550955535,69.70269243254256,74.00269243254206,0.07949759159237019,4.365490779242065e-11,5.890974921412773e-11,0.7423169323741952
-4.199999999999491,0.5,5.8,5.972186301250941,69.70269243254256,73.90269243254205,0.0797797899950866,4.599302875951637e-11,5.802252628988905e-11,0.7418895897462983
-4.09999999999949,0.5,5.8,5.9681443592324985,69.70269243254256,73.80269243254205,0.08005566656494134,4.87185985210382e-11,5.850898913822355e-11,0.740106692070288
-3.9999999999994884,0.5,5.8,5.96409967794201,69.70269243254256,73.70269243254205,0.08032526432321412,5.309096415863318e-11,5.874616922648905e-11,0.7406094985530691
-3.899999999999487,0.5,5.8,5.960052251802604,69.70269243254256,73.60269243254206,0.08058862413048255,5.4145104414004575e-11,6.255844505663637e-11,0.7410481439387754
-3.7999999999994856,0.5,5.8,5.956002075218458,69.70269243254256,73.50269243254205,0.08084578475362793,5.7164034759255076e-11,6.283999180893735e-11,0.742685786521531
-3.699999999999484,0.5,5.8,5.951949142574714,69.70269243254256,73.40269243254204,0.08109678292885773,6.285069538784325e-11,6.13805134888812e-11,0.7417619731913419
