Q,omega,I,dI,Tr,Ki,Kf,Im,I-Im,S,dS
0.7,7.0385,0.0077728487831411975,0.0007547864440855145,0.85,6.085797368674916,5.8,0.0029413362756188183,0.004466488896850725,0.006456435565709753,0.0010398271664644237
0.7,7.5354,0.0074644723435864134,0.0007061496168372679,0.85,6.105468377428019,5.8,0.002915994596251281,0.004175015776164921,0.0060438218164638275,0.0009710895178440466
0.7,8.0372,0.007175050972960643,0.000686367780503266,0.85,6.125269255066495,5.8,0.002894358240927719,0.003899677075764651,0.005656198718118698,0.0009426613730124471
0.7,8.4978,0.007818427412515426,0.0007132538292423076,0.85,6.143388217521124,5.8,0.0028780297656006188,0.00450338215026347,0.006569712045313223,0.0009823622779794614
0.7,9.0093,0.00723202850742515,0.0006926345370378789,0.85,6.163447051489542,5.8,0.0028633000451834256,0.003942269142423806,0.005754248495653517,0.0009513729725641022
0.7,9.526,0.00723202850742515,0.0006926345370378789,0.85,6.183643743967778,5.8,0.002851465884707881,0.003931875310195931,0.005767186065631664,0.000952910038973323
0.7,10.0003,0.0069980734384961375,0.0006826850359633512,0.85,6.202125217007733,5.8,0.0028417986183324954,0.003702542961868623,0.005431148577115021,0.0009364819781991573
0.7,10.5271,0.006158185766173606,0.000673442276223282,0.85,6.222588053035909,5.8,0.0028306723527926885,0.0029092990448608786,0.004289929461742459,0.0009255909633952402
0.7,11.0107,0.006383185766173606,0.0006578369854339259,0.85,6.241313780805143,5.8,0.00282043215083155,0.0031114082827751917,0.004605126796137603,0.0009048047094068033
0.7,11.4988,0.006237719464476847,0.0006492970750956369,0.85,6.260156957995594,5.8,0.002810990278267984,0.002968221510944023,0.004424312438941164,0.000896676315061763
0.7,12.041,0.006831562205728389,0.0007001819722191016,0.85,6.281022398957919,5.8,0.0028006486809080207,0.003507728885107107,0.005225630693571293,0.0009632106392318305
0.7,12.5387,0.006564118369567124,0.0006839043169617279,0.85,6.3001145202613404,5.8,0.0027890505630157134,0.003253996181777432,0.004857165867607719,0.0009398115763231111
0.7,13.0412,0.005258298093851076,0.000665424781986145,0.85,6.319332254484376,5.8,0.002774095901739509,0.002052067325030837,0.0030735917484742536,0.0009147667087832757
0.7,13.4974,0.006731674533405859,0.0006466223281770773,0.85,6.336728805402344,5.8,0.002758681130997297,0.003402812202987184,0.0051194847495275135,0.0008904342194493968
0.7,14.0089,0.006321562205728389,0.0007304825762608105,0.85,6.356177524153457,5.8,0.002741323014491557,0.0030270905727466098,0.00457067310953849,0.0010064601481326713
0.7,14.5253,0.005884584671263884,0.0007387238472094518,0.85,6.375752373483278,5.8,0.00272414839797082,0.0026290380330580066,0.003981849808904261,0.001017809915127692
0.7,15.0465,0.005465741930012341,0.000683461644822189,0.85,6.395448422070485,5.8,0.002705470428302193,0.002251383431181906,0.0034176098896788933,0.0009409015030911055
0.7,15.52,0.006253427412515426,0.0007969667652598915,0.85,6.413289458421595,5.8,0.0026865594562827913,0.0029688657709322024,0.004514053286403943,0.0010958812124008655
0.7,15.9975,0.005729472343586413,0.0007997013701122564,0.85,6.431231089037905,5.8,0.00267515300568344,0.002491966497990382,0.003802449444115948,0.0011004820616751895
0.7,16.5329,0.0053940060418896565,0.000790385648707246,0.85,6.451288920334586,5.8,0.00267515300568344,0.0021743019527432936,0.0033280778919483073,0.0010876625459397865
0.7,17.0191,0.005100646593321753,0.000966801128587225,0.85,6.469449681506477,5.8,0.00267515300568344,0.0018976857515039087,0.002912854355736126,0.0013304307570064812
0.9,-18.5195,0.0012810619220578689,0.0004584391996782108,0.85,4.97012031109895,5.8,0.0010350148555410862,0.00045995079576177894,0.0005381385995028857,0.0006259297691809511
0.9,-17.9887,0.002325949594380399,0.00046029974877799485,0.85,4.995825383468556,5.8,0.0010679226103758582,0.0016324335093650553,0.0019230604125127192,0.0006295335901327521
0.9,-17.4987,0.0024429271288449054,0.0004676726745382742,0.85,5.0194377843281615,5.8,0.0010985779536160209,0.001724243636391381,0.0020397510455476054,0.0006392834273720385
0.9,-17.0013,0.0016486180858966033,0.00038106668752313554,0.85,5.043293713097151,5.8,0.0011309236725292016,0.000765056502761474,0.0009102619062805208,0.0005214198666969283
0.9,-16.4965,0.0031328148011674356,0.0004855430871027507,0.85,5.0673897303819935,5.8,0.0011660357347690856,0.0024197010673223922,0.002886522846234058,0.0006629560603448542
0.9,-15.984,0.0031373484994706765,0.0004691367410001303,0.85,5.091736645405059,5.8,0.0012039931336803229,0.002369762259452807,0.002850926282751936,0.0006428989496550418
0.9,-15.49,0.0027299046633094113,0.00045946664981745945,0.85,5.115095009846997,5.8,0.0012412120221036913,0.001854223549809214,0.002241956541203651,0.000629931577953138
0.9,-14.9889,0.0021980394565223747,0.0003944722697304536,0.85,5.138680615117221,5.8,0.0012779503793044452,0.001202964431848681,0.001459407614895919,0.0005401528451826941
0.9,-14.4804,0.002610949594380399,0.0004350871851998002,0.85,5.1625043695664745,5.8,0.0013141962577704733,0.0016191683581858716,0.0019692238980855425,0.0005944932702749157
0.9,-13.9919,0.0032793260339351823,0.00047064440243236785,0.85,5.18528801924852,5.8,0.0013495372444534278,0.0023185504155220256,0.0028324505704316314,0.0006431226463783286
0.9,-13.4965,0.0024518821977739173,0.000503166447688215,0.85,5.208291697466846,5.8,0.001387423266501056,0.0013430145762959094,0.0016520676976206478,0.0006892733401390777
0.9,-12.9943,0.003986657542418979,0.0005359759247635577,0.85,5.231507889097391,5.8,0.001427974669249557,0.0029919008687799764,0.0036949458188667884,0.0007338499447345151
0.9,-12.485,0.003801769870096448,0.00047155151680666236,0.85,5.25494755371482,5.8,0.0014696495074759239,0.0027264466516516116,0.003382834586097348,0.0006457620392010049
0.9,-11.9974,0.003694213706257713,0.0005197744823136351,0.85,5.27729096316896,5.8,0.001508989040647519,0.0025511318899271284,0.0031762787749296507,0.0007112423518224119
0.9,-11.474,0.0030473484994706767,0.0004720055950475834,0.85,5.301170047080513,5.8,0.0015523180407197368,0.001781780118735416,0.002232662619570185,0.0006471014863114816
0.9,-11.0025,0.0033678148011674356,0.0004733150002200113,0.85,5.322589574982941,5.8,0.001595141592250952,0.0020747498340166325,0.002604517663039104,0.0006474658268310918
0.9,-10.495,0.0029958372667029296,0.0004887332786383305,0.85,5.345548621431332,5.8,0.0016464074681600005,0.00160412065859089,0.0020267069942808374,0.000669979563709393
0.9,-9.9807,0.004766545214741509,0.0005491853519984283,0.85,5.368715132031321,5.8,0.0017014976802589197,0.0034479583004760005,0.004372739819975082,0.0007524336517434966
0.9,-9.4902,0.004394101378580244,0.0005442884082799249,0.85,5.390716825075825,5.8,0.001753591779302341,0.0029741260405642097,0.0037893108958872,0.0007461247201316832
