Q,omega,I,dI,Tr,Kf,Ki
0.7,5.0134,0.007404999999999999,0.0007080077683189642,0.85,5.8,6.004962392486695
0.7,5.4901,0.008520000000000002,0.0006736096792653739,0.85,5.8,6.024088219912783
0.7,6.0155,0.00893,0.0007212142538802184,0.85,5.8,6.045097855444113
0.7,6.5021,0.00873,0.0006962758074211683,0.85,5.8,6.064491040335067
0.7,7.0385,0.006925,0.0006740363491682033,0.85,5.8,6.085797368674916
0.7,7.5354,0.007410000000000001,0.0006545227268781429,0.85,5.8,6.105468377428019
0.7,8.0372,0.00798,0.0006688049042882386,0.85,5.8,6.125269255066495
0.7,8.4978,0.00813,0.0006743886120034947,0.85,5.8,6.143388217521124
0.7,9.0093,0.00627,0.0006054750201288241,0.85,5.8,6.163447051489542
0.7,9.526,0.00677,0.0006257795138864806,0.85,5.8,6.183643743967778
0.7,10.0003,0.00717,0.0006415605972938175,0.85,5.8,6.202125217007733
0.7,10.5271,0.007665,0.0006861304540683208,0.85,5.8,6.222588053035909
0.7,11.0107,0.007389999999999999,0.0006519202405202649,0.85,5.8,6.241313780805143
0.7,11.4988,0.00677,0.0006257795138864806,0.85,5.8,6.260156957995594
0.7,12.041,0.005895,0.0006163400035694584,0.85,5.8,6.281022398957919
0.7,12.5387,0.00637,0.0006300396812899962,0.85,5.8,6.3001145202613404
0.7,13.0412,0.0067,0.0006795218907437789,0.85,5.8,6.319332254484376
0.7,13.4974,0.00693,0.0006078239876806443,0.85,5.8,6.336728805402344
0.7,14.0089,0.005835,0.0006676263925280365,0.85,5.8,6.356177524153457
0.7,14.5253,0.005965,0.0006979792260518933,0.85,5.8,6.375752373483278
0.7,15.0465,0.005065,0.0006256796304819264,0.85,5.8,6.395448422070485
0.7,15.52,0.005215,0.0007167461196267476,0.85,5.8,6.413289458421595
0.7,15.9975,0.005075,0.0007343534571308287,0.85,5.8,6.431231089037905
0.7,16.5329,0.005065,0.0007363592873047774,0.85,5.8,6.451288920334586
0.7,17.0191,0.00715,0.000977368917042076,0.85,5.8,6.469449681506477
0.9,-18.4955,0.0013999999999999998,0.00044356510232433747,0.85,5.8,4.97128542900213
0.9,-17.9887,0.00216,0.00042337926260033095,0.85,5.8,4.995825383468556
0.9,-17.4987,0.00181,0.00040218155104380406,0.85,5.8,5.0194377843281615
0.9,-17.0013,0.00281,0.0004317406628984581,0.85,5.8,5.043293713097151
0.9,-16.4965,0.002165,0.0003963268852853664,0.85,5.8,5.0673897303819935
0.9,-15.984,0.002495,0.00039896741721599273,0.85,5.8,5.091736645405059
0.9,-15.49,0.00268,0.0004269660408041838,0.85,5.8,5.115095009846997
0.9,-14.9889,0.0023,0.00037463315389858385,0.85,5.8,5.138680615117221
0.9,-14.4804,0.002495,0.00039896741721599273,0.85,5.8,5.1625043695664745
0.9,-13.9919,0.00247,0.0003889087296526011,0.85,5.8,5.18528801924852
0.9,-13.4965,0.002185,0.00046100433837438016,0.85,5.8,5.208291697466846
0.9,-12.9943,0.00275,0.0004338202392696773,0.85,5.8,5.231507889097391
0.9,-12.485,0.0033,0.00040620192023179807,0.85,5.8,5.25494755371482
0.9,-11.9974,0.00345,0.0004724404724407087,0.85,5.8,5.27729096316896
0.9,-11.474,0.003005,0.00043803538669838076,0.85,5.8,5.301170047080513
0.9,-11.0025,0.0026999999999999997,0.0004004372610035185,0.85,5.8,5.322589574982941
0.9,-10.495,0.0034449999999999997,0.00048168973416505366,0.85,5.8,5.345548621431332
0.9,-9.9807,0.003994999999999999,0.0004699202059924642,0.85,5.8,5.368715132031321
0.9,-9.4902,0.003865,0.0004796613388631608,0.85,5.8,5.390716825075825
0.9,-8.9934,0.00404,0.0005442425929675112,0.85,5.8,5.412909949485062
0.9,-8.4901,0.0041,0.0005301414905475707,0.85,5.8,5.43530103972051
0.9,-7.9804,0.002995,0.0004846390409366542,0.85,5.8,5.457883237986026
0.9,-7.4965,0.004865,0.0005292211258065951,0.85,5.8,5.479236247739681
0.9,-6.9738,0.006915,0.0006185264747769492,0.85,5.8,5.502208282298462
0.9,-6.4775,0.005865,0.0005745215400661667,0.85,5.8,5.523931652749835
0.9,-5.9751,0.006415,0.0005763896251668658,0.85,5.8,5.545835357841605
0.9,-5.5006,0.005275,0.0005886212704277683,0.85,5.8,5.566443532064787
0.9,-4.986,0.006815,0.0006347637355741111,0.85,5.8,5.588707407518683
0.9,-4.5,0.008114999999999999,0.0006652631058461006,0.85,5.8,5.609652788766719
0.9,-3.9729,0.008095,0.0006815607089614248,0.85,5.8,5.632281426494318
0.9,-3.4749,0.008905,0.0007249655164212985,0.85,5.8,5.653577579356471
0.9,-2.9711,0.012395,0.0008088108555156762,0.85,5.8,5.675040442814105
0.9,-2.4979,0.014754999999999999,0.0009110845185821127,0.85,5.8,5.695126021374836
0.9,-1.9825,0.02774,0.001293058390019569,0.85,5.8,5.716922545174349
0.9,-1.4984,0.061630000000000004,0.0019406828695075352,0.85,5.8,5.737319960645979
0.9,-0.971,0.145875,0.0029541115415637237,0.85,5.8,5.759459590440239
0.9,-0.4756,0.22583,0.003648910796388424,0.85,5.8,5.780178659631022
0.9,0.0254,0.255635,0.00389923389911403,0.85,5.8,5.801056677843229
0.9,0.532,0.213315,0.0035659535891539584,0.85,5.8,5.8220919351038205
0.9,1.0047,0.14151,0.0028885290374167957,0.85,5.8,5.841651270141428
0.9,1.5223,0.07085999999999999,0.0020307510925763406,0.85,5.8,5.8629936309755255
0.9,2.0054,0.032215,0.001370063867124449,0.85,5.8,5.882843584434443
0.9,2.5345,0.013505,0.0008836996095959305,0.85,5.8,5.904507052931712
0.9,3.0283,0.01033,0.000768212210264846,0.85,5.8,5.9246537373481
0.9,3.5273,0.00997,0.0007426977851050855,0.85,5.8,5.944943221535781
0.9,4.0316,0.009755,0.0007275816105427624,0.85,5.8,5.965378093606374
0.9,4.4987,0.008585,0.0006844523358130937,0.85,5.8,5.984243325756985
0.9,5.0134,0.010095,0.0007513487871820915,0.85,5.8,6.004962392486695
0.9,5.5336,0.00962,0.0007308214556237385,0.85,5.8,6.02583047432664
0.9,6.0155,0.00829,0.0006668208155119334,0.85,5.8,6.045097855444113
0.9,6.5021,0.007770000000000001,0.0006645299090334459,0.85,5.8,6.064491040335067
0.9,7.0385,0.007614999999999999,0.000665526107677227,0.85,5.8,6.085797368674916
0.9,7.5354,0.007855,0.0006964732586395546,0.85,5.8,6.105468377428019
0.9,8.0372,0.007365,0.0006751111019676687,0.85,5.8,6.125269255066495
0.9,8.4978,0.007339999999999999,0.0007154718722633336,0.85,5.8,6.143388217521124
0.9,9.0093,0.007,0.0006330086887239383,0.85,5.8,6.163447051489542
0.9,9.526,0.0069299999999999995,0.0006481897870222887,0.85,5.8,6.183643743967778
0.9,10.0003,0.006205,0.0006141864537744219,0.85,5.8,6.202125217007733
0.9,10.5271,0.00612,0.0006200403212695123,0.85,5.8,6.222588053035909
0.9,11.0107,0.007500000000000001,0.0006524568951279463,0.85,5.8,6.241313780805143
0.9,11.4988,0.006115000000000001,0.0005852990688528387,0.85,5.8,6.260156957995594
0.9,12.041,0.006775000000000001,0.0006492110596716602,0.85,5.8,6.281022398957919
0.9,12.4887,0.00616,0.0005948949487094339,0.85,5.8,6.298199100243055
0.9,13.0412,0.00574,0.0006174139616173253,0.85,5.8,6.319332254484376
0.9,13.4974,0.005465,0.0005791588728492381,0.85,5.8,6.336728805402344
0.9,14.0089,0.005525,0.000599145224465655,0.85,5.8,6.356177524153457
0.9,14.5253,0.00484,0.0005575392362874563,0.85,5.8,6.375752373483278
0.9,15.0465,0.00481,0.0005583457710057452,0.85,5.8,6.395448422070485
0.9,15.52,0.00588,0.000606341487942232,0.85,5.8,6.413289458421595
0.9,15.9975,0.004605,0.0005451834553615875,0.85,5.8,6.431231089037905
0.9,16.5329,0.0046949999999999995,0.0005655749287229766,0.85,5.8,6.451288920334586
0.9,17.0191,0.005435000000000001,0.000579935341223485,0.85,5.8,6.469449681506477
0.9,17.5096,0.00515,0.0006101229384312641,0.85,5.8,6.487719545479579
0.9,18.0044,0.005445,0.0006186477188190384,0.85,5.8,6.506097593134639
0.9,18.5036,0.00462,0.0006111464636239008,0.85,5.8,6.5245866087785345
0.9,19.0071,0.004765,0.0006037176492367935,0.85,5.8,6.543181963758389
0.9,19.4583,0.005785,0.000636022798333519,0.85,5.8,6.559800981378306
0.9,20.0274,0.004805,0.0006190920771581559,0.85,5.8,6.580702748504517
0.9,20.5444,0.004155,0.000592262610671989,0.85,5.8,6.599633614553483
0.9,21.0078,0.0043,0.0005624944444170092,0.85,5.8,6.616555790585966
0.9,21.5335,0.003825,0.0006424367673164419,0.85,5.8,6.635700755527811
0.9,22.0047,0.004905,0.0007609697760095338,0.85,5.8,6.65281411480835
0.9,22.5393,0.003255,0.000820990255727801,0.85,5.8,6.6721769282763805
1.1,-23.5102,0.00163,0.0005065076504851629,0.85,5.8,4.721596983417223
1.1,-22.9966,0.0008550000000000003,0.0004462342434193055,0.85,5.8,4.747773409058272
1.1,-22.4951,0.0012399999999999998,0.0003427827300200522,0.85,5.8,4.773194621705414
1.1,-21.9851,0.001545,0.000370168880377592,0.85,5.8,4.798908597811808
1.1,-21.4881,0.001235,0.00031776563690871296,0.85,5.8,4.8238352467180405
1.1,-20.9829,0.0016200000000000001,0.00032977264895682294,0.85,5.8,4.84904183720782
1.1,-20.4919,0.0009149999999999999,0.0003285194058195041,0.85,5.8,4.873415000681386
1.1,-19.993,0.0016799999999999999,0.0003059411708155671,0.85,5.8,4.898056094672004
1.1,-19.4861,0.001315,0.0003202733207746159,0.85,5.8,4.922965997666207
1.1,-18.9946,0.001315,0.0003576660453551609,0.85,5.8,4.946999348562041
1.1,-18.4955,0.00143,0.00030732718721258623,0.85,5.8,4.97128542900213
1.1,-17.9887,0.001375,0.00035514081714159527,0.85,5.8,4.995825383468556
1.1,-17.4987,0.001915,0.00036410850031275014,0.85,5.8,5.0194377843281615
1.1,-17.0013,0.001645,0.0003415772240650714,0.85,5.8,5.043293713097151
1.1,-16.4965,0.002025,0.0003982775414205526,0.85,5.8,5.0673897303819935
1.1,-15.984,0.001995,0.0003994058086708304,0.85,5.8,5.091736645405059
1.1,-15.49,0.002155,0.0003521718330588067,0.85,5.8,5.115095009846997
1.1,-14.9889,0.0016749999999999998,0.00040801348016946694,0.85,5.8,5.138680615117221
1.1,-14.4804,0.0031049999999999997,0.0004141557677975763,0.85,5.8,5.1625043695664745
1.1,-13.9919,0.0026349999999999998,0.00038160843806184366,0.85,5.8,5.18528801924852
1.1,-13.4965,0.002165,0.0003808871223866724,0.85,5.8,5.208291697466846
1.1,-12.9943,0.002535,0.0004074002945507035,0.85,5.8,5.231507889097391
1.1,-12.485,0.002715,0.0003836991008589934,0.85,5.8,5.25494755371482
1.1,-11.9974,0.003415,0.00045560399471470834,0.85,5.8,5.27729096316896
1.1,-11.474,0.0035499999999999998,0.00045038872099554183,0.85,5.8,5.301170047080513
1.1,-11.0025,0.00393,0.00046845490711486845,0.85,5.8,5.322589574982941
1.1,-10.495,0.003255,0.0004520785330006281,0.85,5.8,5.345548621431332
1.1,-9.9807,0.0035700000000000003,0.00048124837662063863,0.85,5.8,5.368715132031321
1.1,-9.4902,0.00348,0.0004437904911103887,0.85,5.8,5.390716825075825
1.1,-8.9934,0.003645,0.0004781997490589053,0.85,5.8,5.412909949485062
1.1,-8.4901,0.003425,0.0004639773701378118,0.85,5.8,5.43530103972051
1.1,-7.9804,0.00543,0.0005426324723051505,0.85,5.8,5.457883237986026
1.1,-7.4965,0.005615,0.0005635379312876818,0.85,5.8,5.479236247739681
1.1,-6.9738,0.005325,0.0005688804795385406,0.85,5.8,5.502208282298462
1.1,-6.4775,0.007165,0.0006285499184631241,0.85,5.8,5.523931652749835
1.1,-5.9751,0.006995,0.0006198185218271554,0.85,5.8,5.545835357841605
1.1,-5.5006,0.00602,0.0005950630218724736,0.85,5.8,5.566443532064787
1.1,-4.986,0.007645,0.0006648496070541067,0.85,5.8,5.588707407518683
1.1,-4.5,0.008650000000000001,0.0006951258878793107,0.85,5.8,5.609652788766719
1.1,-3.9729,0.00969,0.0007438749894975634,0.85,5.8,5.632281426494318
1.1,-3.4749,0.011695,0.0007868767374881532,0.85,5.8,5.653577579356471
1.1,-2.9711,0.014045,0.0008873415351486711,0.85,5.8,5.675040442814105
1.1,-2.4979,0.017905000000000004,0.0009809306805274264,0.85,5.8,5.695126021374836
1.1,-1.9825,0.030425000000000004,0.0013059000727467626,0.85,5.8,5.716922545174349
1.1,-1.4984,0.066115,0.001929812167025589,0.85,5.8,5.737319960645979
1.1,-0.971,0.15034999999999998,0.002882021859736668,0.85,5.8,5.759459590440239
1.1,-0.4756,0.24989500000000003,0.00368065551226952,0.85,5.8,5.780178659631022
1.1,0.0254,0.27690000000000003,0.0039175757810156015,0.85,5.8,5.801056677843229
1.1,0.532,0.23396,0.0035832038736304138,0.85,5.8,5.8220919351038205
1.1,1.0047,0.15680999999999998,0.002906337901896474,0.85,5.8,5.841651270141428
1.1,1.5223,0.07198,0.0020042205467462903,0.85,5.8,5.8629936309755255
1.1,2.0054,0.03078,0.0013334541611919022,0.85,5.8,5.882843584434443
1.1,2.5345,0.015115000000000002,0.0009183000598932791,0.85,5.8,5.904507052931712
1.1,3.0283,0.010334999999999999,0.000795,0.85,5.8,5.9246537373481
1.1,3.5273,0.009479999999999999,0.0007735308655768043,0.85,5.8,5.944943221535781
1.1,4.0316,0.01041,0.0007855571271397135,0.85,5.8,5.965378093606374
1.1,4.4987,0.011255,0.0008019195720270207,0.85,5.8,5.984243325756985
1.1,5.0134,0.01025,0.0007504665215717487,0.85,5.8,6.004962392486695
1.1,5.4901,0.009825,0.0007406922437828007,0.85,5.8,6.024088219912783
1.1,6.0155,0.008285,0.0006734055241828655,0.85,5.8,6.045097855444113
1.1,6.5021,0.011134999999999999,0.0007553972464869063,0.85,5.8,6.064491040335067
1.1,7.0385,0.009955,0.0007344215410784191,0.85,5.8,6.085797368674916
1.1,7.5354,0.00941,0.0007269112738154499,0.85,5.8,6.105468377428019
1.1,8.0372,0.009309999999999999,0.0007234638899074368,0.85,5.8,6.125269255066495
1.1,8.4978,0.00813,0.0006929285677470659,0.85,5.8,6.143388217521124
1.1,9.0093,0.008799999999999999,0.000682165669027693,0.85,5.8,6.163447051489542
1.1,9.526,0.00716,0.0006249399971197234,0.85,5.8,6.183643743967778
1.1,10.0003,0.008155,0.0006703543838895962,0.85,5.8,6.202125217007733
1.1,10.5271,0.0063,0.0006253399075702749,0.85,5.8,6.222588053035909
1.1,11.0107,0.006670000000000001,0.0006217716622683925,0.85,5.8,6.241313780805143
1.1,11.4988,0.00779,0.0006670832032063167,0.85,5.8,6.260156957995594
1.1,12.041,0.00688,0.0006462584622269947,0.85,5.8,6.281022398957919
1.1,12.5387,0.006985,0.0006232776267442944,0.85,5.8,6.3001145202613404
1.1,13.0412,0.006294999999999999,0.0006323567031351846,0.85,5.8,6.319332254484376
1.1,13.4974,0.0064150000000000006,0.0006079268048046573,0.85,5.8,6.336728805402344
1.1,14.0089,0.0055899999999999995,0.0005787918451395113,0.85,5.8,6.356177524153457
1.1,14.5253,0.00597,0.000571182982939793,0.85,5.8,6.375752373483278
1.1,15.0465,0.00583,0.0005829236656715868,0.85,5.8,6.395448422070485
1.1,15.52,0.0058,0.0005836951259004995,0.85,5.8,6.413289458421595
1.1,15.9975,0.005095,0.0005829879930152935,0.85,5.8,6.431231089037905
1.1,16.4791,0.0049499999999999995,0.0005906775770248943,0.85,5.8,6.44927621604211
1.1,17.0191,0.004520000000000001,0.0005395368384086484,0.85,5.8,6.469449681506477
1.1,17.5096,0.005195,0.0006680381725620177,0.85,5.8,6.487719545479579
1.1,18.0044,0.005475,0.0005407633493497873,0.85,5.8,6.506097593134639
1.1,18.4479,0.0055249999999999995,0.0006199395131785035,0.85,5.8,6.522526229327622
1.1,19.0071,0.004580000000000001,0.0005378661543544081,0.85,5.8,6.543181963758389
1.1,19.515,0.004625000000000001,0.0005603347213942752,0.85,5.8,6.561886431485938
1.1,20.0274,0.00396,0.0005188930525647843,0.85,5.8,6.580702748504517
1.1,20.5444,0.004314999999999999,0.000527185925457044,0.85,5.8,6.599633614553483
1.1,21.0078,0.004580000000000001,0.0005378661543544081,0.85,5.8,6.616555790585966
1.1,21.5335,0.00403,0.0005481788029466298,0.85,5.8,6.635700755527811
1.1,22.0047,0.0042650000000000006,0.0005484295761535842,0.85,5.8,6.65281411480835
1.1,22.5393,0.00353,0.0005120058593414728,0.85,5.8,6.6721769282763805
1.1,23.0185,0.00451,0.0005556527692723216,0.85,5.8,6.689485560298441
1.1,23.5016,0.004335,0.0005304007918546125,0.85,5.8,6.70688984429469
1.1,23.9885,0.002855,0.0004984225115301274,0.85,5.8,6.7243854489674515
1.1,24.541,0.0036599999999999996,0.0005042320894191484,0.85,5.8,6.7441832643063115
1.1,25.0364,0.0034000000000000002,0.0004960342730094364,0.85,5.8,6.761885718192018
1.1,25.473,0.003275,0.0005451375973091565,0.85,5.8,6.777448701406239
1.1,26.0391,0.003045,0.0005125670687822229,0.85,5.8,6.7975747723250475
1.1,26.5465,0.004285000000000001,0.0005957138574852863,0.85,5.8,6.815563425249232
1.1,26.994,0.00452,0.0005959446283003145,0.85,5.8,6.831389156638491
1.1,27.5093,0.0021800000000000005,0.0006409368143584826,0.85,5.8,6.84956732469254
1.1,28.0288,0.0038150000000000002,0.0007455031857745478,0.85,5.8,6.867844950985013
1.1,28.5525,0.002100000000000002,0.0010703737664946764,0.85,5.8,6.886221243560345
1.5,-26.994,0.000985,0.00025124689052802225,0.85,5.8,4.5400575096095475
1.5,-26.4856,0.00121,0.0003050409808533929,0.85,5.8,4.566999762431489
1.5,-25.9863,0.0011799999999999998,0.000327566787083184,0.85,5.8,4.593305957176522
1.5,-25.4967,0.001135,0.0002657536453183662,0.85,5.8,4.618955615327878
1.5,-24.9984,0.0011,0.00032511536414017717,0.85,5.8,4.644915622625549
1.5,-24.4912,0.0009199999999999999,0.0002715695122800054,0.85,5.8,4.671191136670346
1.5,-23.9948,0.0014449999999999999,0.00032661138988100214,0.85,5.8,4.69676482484375
1.5,-23.4898,0.000995,0.00036725331856907704,0.85,5.8,4.7226394682585715
1.5,-22.9966,0.0017949999999999997,0.00038668462601970617,0.85,5.8,4.747773409058272
1.5,-22.4951,0.00121,0.0003261901286060018,0.85,5.8,4.773194621705414
1.5,-21.9851,0.0016699999999999998,0.0002930870177950569,0.85,5.8,4.798908597811808
1.5,-21.4881,0.00117,0.00029368350311176827,0.85,5.8,4.8238352467180405
1.5,-20.9829,0.0011799999999999998,0.000327566787083184,0.85,5.8,4.84904183720782
1.5,-20.4919,0.00178,0.00033458930048643217,0.85,5.8,4.873415000681386
1.5,-19.993,0.0013650000000000001,0.00036114401559488696,0.85,5.8,4.898056094672004
1.5,-19.4861,0.0015249999999999999,0.0003080990100600779,0.85,5.8,4.922965997666207
1.5,-18.9946,0.00141,0.00043869123538087696,0.85,5.8,4.946999348562041
1.5,-18.4955,0.00187,0.000348209706929603,0.85,5.8,4.97128542900213
1.5,-17.9887,0.00194,0.00035658098659350866,0.85,5.8,4.995825383468556
1.5,-17.4987,0.002125,0.0004045058714036176,0.85,5.8,5.0194377843281615
1.5,-17.0013,0.001775,0.00038226299847094803,0.85,5.8,5.043293713097151
1.5,-16.4965,0.0020599999999999998,0.0003858756276314947,0.85,5.8,5.0673897303819935
1.5,-15.984,0.0022549999999999996,0.0003592005011132362,0.85,5.8,5.091736645405059
1.5,-15.49,0.0017949999999999997,0.00038668462601970617,0.85,5.8,5.115095009846997
1.5,-14.9889,0.00208,0.00039025632602175713,0.85,5.8,5.138680615117221
1.5,-14.4804,0.00184,0.0004010610926031095,0.85,5.8,5.1625043695664745
1.5,-13.9919,0.0027349999999999996,0.00044869254506844653,0.85,5.8,5.18528801924852
1.5,-13.4965,0.0029449999999999997,0.00045499999999999995,0.85,5.8,5.208291697466846
1.5,-12.9943,0.00343,0.00046882832678924174,0.85,5.8,5.231507889097391
1.5,-12.485,0.002635,0.0004430857704779065,0.85,5.8,5.25494755371482
1.5,-11.9974,0.00278,0.0004611398920067532,0.85,5.8,5.27729096316896
1.5,-11.5033,0.003725,0.0004935838327984417,0.85,5.8,5.299836135737582
1.5,-11.0025,0.00345,0.0004724404724407087,0.85,5.8,5.322589574982941
1.5,-10.495,0.0035649999999999996,0.0004903315205042401,0.85,5.8,5.345548621431332
1.5,-9.9807,0.003655,0.0004461221805738872,0.85,5.8,5.368715132031321
1.5,-9.4902,0.00421,0.0005063595560468865,0.85,5.8,5.390716825075825
