Q,omega,I,dI,Tr,Kf,Ki
0.7,5.0134,0.009060555555555556,0.0007999481078849065,0.85,5.8,6.004962392486695
0.7,5.5336,0.00927,0.0007375823871119604,0.85,5.8,6.02583047432664
0.7,6.0155,0.009096666666666668,0.0007630118197230217,0.85,5.8,6.045097855444113
0.7,6.5021,0.008852222222222221,0.0007363054250868628,0.85,5.8,6.064491040335067
0.7,7.0385,0.005897222222222222,0.0006635373313713832,0.85,5.8,6.085797368674916
0.7,7.5354,0.008343333333333333,0.0007239756492733307,0.85,5.8,6.105468377428019
0.7,8.0372,0.007685555555555556,0.0006908913548435317,0.85,5.8,6.125269255066495
0.7,8.4978,0.00913,0.0007467113081893013,0.85,5.8,6.143388217521124
0.7,9.0093,0.00757,0.0006899597411765736,0.85,5.8,6.163447051489542
0.7,9.526,0.007958888888888889,0.0007054426856350906,0.85,5.8,6.183643743967778
0.7,10.0003,0.006514444444444444,0.0006460669231092105,0.85,5.8,6.202125217007733
0.7,10.5271,0.006926111111111111,0.0006900105116393804,0.85,5.8,6.222588053035909
0.7,11.0107,0.006873333333333333,0.0006632551601061295,0.85,5.8,6.241313780805143
0.7,11.4988,0.006181111111111111,0.0006315726012243437,0.85,5.8,6.260156957995594
0.7,12.041,0.006900555555555556,0.0006871157736653649,0.85,5.8,6.281022398957919
0.7,12.5387,0.006758888888888889,0.0006763459374909366,0.85,5.8,6.3001145202613404
0.7,13.0412,0.0064444444444444445,0.0007002358509199456,0.85,5.8,6.319332254484376
0.7,13.4974,0.0069411111111111114,0.0006399310340927855,0.85,5.8,6.336728805402344
0.7,14.0089,0.005112777777777778,0.0006667011565152451,0.85,5.8,6.356177524153457
0.7,14.5253,0.0060149999999999995,0.0007289318669578569,0.85,5.8,6.375752373483278
0.7,15.0465,0.006137222222222222,0.0006965698585936909,0.85,5.8,6.395448422070485
0.7,15.52,0.004676111111111111,0.0007235391838852156,0.85,5.8,6.413289458421595
0.7,15.9975,0.004886111111111111,0.0007545440533163466,0.85,5.8,6.431231089037905
0.7,16.5329,0.006948333333333334,0.0008296044349679662,0.85,5.8,6.451288920334586
0.7,17.0191,0.004561111111111111,0.0009361745774726917,0.85,5.8,6.469449681506477
0.9,-18.5195,0.002833333333333333,0.0005382499075364184,0.85,5.8,4.97012031109895
0.9,-17.9887,0.0029044444444444443,0.0004853947102012526,0.85,5.8,4.995825383468556
0.9,-17.4987,0.0025155555555555556,0.00046260467617583926,0.85,5.8,5.0194377843281615
0.9,-17.0013,0.002382222222222222,0.0004244226288750808,0.85,5.8,5.043293713097151
0.9,-16.4965,0.0030094444444444444,0.00046736818964426537,0.85,5.8,5.0673897303819935
0.9,-15.984,0.0028005555555555557,0.00043752495519656145,0.85,5.8,5.091736645405059
0.9,-15.49,0.0035188888888888887,0.0004958320105802462,0.85,5.8,5.115095009846997
0.9,-14.9889,0.0031888888888888887,0.0004512445068233757,0.85,5.8,5.138680615117221
0.9,-14.4804,0.004189444444444444,0.0005182553234139652,0.85,5.8,5.1625043695664745
0.9,-13.9919,0.0031033333333333334,0.0004488153130021136,0.85,5.8,5.18528801924852
0.9,-13.4965,0.0018461111111111109,0.00045835218816436525,0.85,5.8,5.208291697466846
0.9,-12.9943,0.004488888888888889,0.0005498226425599485,0.85,5.8,5.231507889097391
0.9,-12.485,0.0038888888888888888,0.0004648111258522642,0.85,5.8,5.25494755371482
0.9,-11.9974,0.0038222222222222216,0.0005150416499998499,0.85,5.8,5.27729096316896
0.9,-11.474,0.003877222222222222,0.0005088643249772654,0.85,5.8,5.301170047080513
0.9,-11.0025,0.00518888888888889,0.0005610104420145696,0.85,5.8,5.322589574982941
0.9,-10.495,0.005100555555555556,0.0005879344991652064,0.85,5.8,5.345548621431332
0.9,-9.9807,0.005294999999999999,0.0005624771600301256,0.85,5.8,5.368715132031321
0.9,-9.4902,0.005437222222222223,0.000583503414358392,0.85,5.8,5.390716825075825
0.9,-8.9934,0.004901111111111111,0.0006086282897316953,0.85,5.8,5.412909949485062
0.9,-8.4901,0.006288888888888889,0.0006548022979363435,0.85,5.8,5.43530103972051
0.9,-7.9804,0.005289444444444444,0.0006185643972782841,0.85,5.8,5.457883237986026
0.9,-7.4965,0.008770555555555556,0.0007250251166360282,0.85,5.8,5.479236247739681
0.9,-6.9738,0.007881666666666665,0.0006901294832882477,0.85,5.8,5.502208282298462
0.9,-6.4775,0.009659444444444444,0.0007583166461330445,0.85,5.8,5.523931652749835
0.9,-5.9751,0.008248333333333333,0.0006857025324169097,0.85,5.8,5.545835357841605
0.9,-5.5006,0.008263888888888888,0.0007384457735635213,0.85,5.8,5.566443532064787
0.9,-4.986,0.009237222222222223,0.0007602949801163516,0.85,5.8,5.588707407518683
0.9,-4.5,0.010270555555555555,0.0007803811588489434,0.85,5.8,5.609652788766719
0.9,-3.9729,0.009989444444444443,0.0007856665409575788,0.85,5.8,5.632281426494318
0.9,-3.4749,0.012238333333333334,0.0008738065935680292,0.85,5.8,5.653577579356471
0.9,-2.9711,0.01563388888888889,0.0009509947683256286,0.85,5.8,5.675040442814105
0.9,-2.4979,0.018143888888888886,0.0010509318322562042,0.85,5.8,5.695126021374836
0.9,-1.9825,0.02939555555555556,0.0013892755017465349,0.85,5.8,5.716922545174349
0.9,-1.4984,0.0664411111111111,0.0020987246274174216,0.85,5.8,5.737319960645979
0.9,-0.971,0.13683055555555557,0.0030156766842945105,0.85,5.8,5.759459590440239
0.9,-0.4756,0.2281577777777778,0.003844799357413262,0.85,5.8,5.780178659631022
0.9,0.0254,0.2601016666666667,0.004119797167786747,0.85,5.8,5.801056677843229
0.9,0.532,0.22860388888888888,0.0038516759619741355,0.85,5.8,5.8220919351038205
0.9,1.0047,0.15646000000000002,0.0031643833873635195,0.85,5.8,5.841651270141428
0.9,1.5223,0.07665999999999999,0.0022054364647388965,0.85,5.8,5.8629936309755255
0.9,2.0054,0.03673722222222222,0.0015225996085318145,0.85,5.8,5.882843584434443
0.9,2.5345,0.018093888888888892,0.0010560813018178964,0.85,5.8,5.904507052931712
0.9,3.0283,0.012263333333333334,0.0008706968260898641,0.85,5.8,5.9246537373481
0.9,3.5273,0.012403333333333334,0.0008628806191837681,0.85,5.8,5.944943221535781
0.9,4.0316,0.011655,0.0008312891594786177,0.85,5.8,5.965378093606374
0.9,4.4987,0.011240555555555556,0.0008157513767331167,0.85,5.8,5.984243325756985
0.9,5.0134,0.010322777777777778,0.0007973646794903606,0.85,5.8,6.004962392486695
0.9,5.5336,0.010236666666666666,0.0007900586007332573,0.85,5.8,6.02583047432664
0.9,6.0155,0.01112888888888889,0.000806142697903241,0.85,5.8,6.045097855444113
0.9,6.5021,0.009625555555555556,0.0007682720711496949,0.85,5.8,6.064491040335067
0.9,7.0385,0.010737222222222223,0.00081325382884033,0.85,5.8,6.085797368674916
0.9,7.5354,0.008532777777777776,0.0007553192032282988,0.85,5.8,6.105468377428019
0.9,8.0372,0.007703888888888889,0.00072064164653179,0.85,5.8,6.125269255066495
0.9,8.4978,0.008334444444444445,0.0007836398139609111,0.85,5.8,6.143388217521124
0.9,9.0093,0.007322222222222222,0.0006780209035708355,0.85,5.8,6.163447051489542
0.9,9.526,0.0065966666666666665,0.0006658063893866955,0.85,5.8,6.183643743967778
0.9,10.0003,0.006788333333333333,0.0006686795999635457,0.85,5.8,6.202125217007733
0.9,10.5271,0.006869999999999999,0.0006808940201431253,0.85,5.8,6.222588053035909
0.9,11.0107,0.006544444444444444,0.0006453700249746671,0.85,5.8,6.241313780805143
0.9,11.4988,0.006881666666666667,0.0006486317508017535,0.85,5.8,6.260156957995594
0.9,12.041,0.0067083333333333335,0.0006774085970870221,0.85,5.8,6.281022398957919
0.9,12.4887,0.005771111111111111,0.0006069647212478714,0.85,5.8,6.298199100243055
0.9,13.0412,0.005845555555555556,0.0006503057210760163,0.85,5.8,6.319332254484376
0.9,13.4974,0.006570555555555555,0.0006556678340760475,0.85,5.8,6.336728805402344
0.9,14.0089,0.0070416666666666666,0.000690942056851315,0.85,5.8,6.356177524153457
0.9,14.5253,0.006156666666666667,0.00064321098433591,0.85,5.8,6.375752373483278
0.9,15.0465,0.005071111111111111,0.0005966392503529485,0.85,5.8,6.395448422070485
0.9,15.52,0.0055966666666666665,0.0006226898044713696,0.85,5.8,6.413289458421595
0.9,15.9975,0.004455,0.0005634738483530339,0.85,5.8,6.431231089037905
0.9,16.5329,0.0036227777777777777,0.0005385437038789464,0.85,5.8,6.451288920334586
0.9,17.0191,0.005262777777777778,0.0005998438582839601,0.85,5.8,6.469449681506477
0.9,17.5096,0.004705555555555556,0.0006171644637441806,0.85,5.8,6.487719545479579
0.9,18.0044,0.005089444444444444,0.0006308501514466387,0.85,5.8,6.506097593134639
0.9,18.5036,0.0035311111111111107,0.0005870884426610464,0.85,5.8,6.5245866087785345
0.9,19.0071,0.004009444444444444,0.0005951187764007209,0.85,5.8,6.543181963758389
0.9,19.515,0.004585,0.000612438205499588,0.85,5.8,6.561886431485938
0.9,20.0274,0.003855,0.0006029533794397189,0.85,5.8,6.580702748504517
0.9,20.4867,0.004243888888888889,0.0006206107605008011,0.85,5.8,6.597523520282036
0.9,21.0078,0.005533333333333333,0.0006428466783392848,0.85,5.8,6.616555790585966
0.9,21.5335,0.0036694444444444444,0.000659692455468811,0.85,5.8,6.635700755527811
0.9,22.0047,0.003682777777777778,0.0007435324015123789,0.85,5.8,6.65281411480835
0.9,22.5393,0.004282777777777778,0.0008782946790285572,0.85,5.8,6.6721769282763805
1.1,-23.5102,0.00263,0.000573386625430191,0.85,5.8,4.721596983417223
1.1,-22.9966,0.002082777777777778,0.0005279429566080968,0.85,5.8,4.747773409058272
1.1,-22.4951,0.0014844444444444443,0.0003748662312852742,0.85,5.8,4.773194621705414
1.1,-21.9851,0.0022116666666666665,0.00043031749691146433,0.85,5.8,4.798908597811808
1.1,-21.4881,0.0025183333333333334,0.0004253027244297965,0.85,5.8,4.8238352467180405
1.1,-20.9829,0.001658888888888889,0.0003481210588357709,0.85,5.8,4.84904183720782
1.1,-20.4919,0.001959444444444444,0.000416806272908413,0.85,5.8,4.873415000681386
1.1,-19.993,0.002991111111111111,0.0004200470285251873,0.85,5.8,4.898056094672004
1.1,-19.4861,0.002437222222222222,0.00041690474679623705,0.85,5.8,4.922965997666207
1.1,-18.9946,0.003237222222222222,0.0004946868943653047,0.85,5.8,4.946999348562041
1.1,-18.4955,0.0030522222222222222,0.0004398435468197895,0.85,5.8,4.97128542900213
1.1,-17.9887,0.0032972222222222222,0.0004928642038703867,0.85,5.8,4.995825383468556
1.1,-17.4987,0.002492777777777778,0.0004205900470224194,0.85,5.8,5.0194377843281615
1.1,-17.0013,0.003022777777777778,0.000451413076275044,0.85,5.8,5.043293713097151
1.1,-16.4965,0.002075,0.0004183466133350298,0.85,5.8,5.0673897303819935
1.1,-15.984,0.003600555555555555,0.0005121851637594636,0.85,5.8,5.091736645405059
1.1,-15.49,0.0036327777777777777,0.0004678691518040878,0.85,5.8,5.115095009846997
1.1,-14.9889,0.0030416666666666665,0.0005051521589617367,0.85,5.8,5.138680615117221
1.1,-14.4804,0.004188333333333333,0.0004997656858376141,0.85,5.8,5.1625043695664745
1.1,-13.9919,0.004162777777777778,0.00049576135487516,0.85,5.8,5.18528801924852
1.1,-13.4965,0.003326111111111111,0.00047243230620970154,0.85,5.8,5.208291697466846
1.1,-12.9943,0.0038516666666666664,0.0005049321553253284,0.85,5.8,5.231507889097391
1.1,-12.485,0.004192777777777778,0.00049485282760398,0.85,5.8,5.25494755371482
1.1,-11.9974,0.004215,0.0005220871574746883,0.85,5.8,5.27729096316896
1.1,-11.474,0.004411111111111111,0.000521078534873749,0.85,5.8,5.301170047080513
1.1,-11.0025,0.004774444444444444,0.0005377186606625172,0.85,5.8,5.322589574982941
1.1,-10.495,0.005432777777777778,0.0005876756369979851,0.85,5.8,5.345548621431332
1.1,-9.9807,0.0056255555555555555,0.0006066463163049947,0.85,5.8,5.368715132031321
1.1,-9.4902,0.006163333333333333,0.0006052287599344993,0.85,5.8,5.390716825075825
1.1,-8.9934,0.005595,0.0005995901377885841,0.85,5.8,5.412909949485062
1.1,-8.4901,0.006069444444444444,0.0006191120184247958,0.85,5.8,5.43530103972051
1.1,-7.9804,0.0066077777777777775,0.000625294498517733,0.85,5.8,5.457883237986026
1.1,-7.4965,0.007992777777777777,0.0006945873186359483,0.85,5.8,5.479236247739681
1.1,-6.9738,0.008575,0.0007322055722268166,0.85,5.8,5.502208282298462
1.1,-6.4775,0.008048333333333333,0.0006968055417137288,0.85,5.8,5.523931652749835
1.1,-5.9751,0.008967222222222222,0.0007307671852323049,0.85,5.8,5.545835357841605
1.1,-5.5006,0.00957,0.0007662607621140179,0.85,5.8,5.566443532064787
1.1,-4.986,0.009878333333333333,0.0007817282610179026,0.85,5.8,5.588707407518683
1.1,-4.5,0.01037777777777778,0.0007933885757299291,0.85,5.8,5.609652788766719
1.1,-3.9729,0.013323333333333333,0.000901037467877179,0.85,5.8,5.632281426494318
1.1,-3.4749,0.014689444444444444,0.0009229961611947512,0.85,5.8,5.653577579356471
1.1,-2.9711,0.018178333333333335,0.0010481752221343033,0.85,5.8,5.675040442814105
1.1,-2.4979,0.021677222222222226,0.0011288458270439627,0.85,5.8,5.695126021374836
1.1,-1.9825,0.038408333333333336,0.0015250698223238709,0.85,5.8,5.716922545174349
1.1,-1.4984,0.07814833333333332,0.00218579356722416,0.85,5.8,5.737319960645979
1.1,-0.971,0.16677777777777777,0.003176053436593718,0.85,5.8,5.759459590440239
1.1,-0.4756,0.2499338888888889,0.0038706440670548824,0.85,5.8,5.780178659631022
1.1,0.0254,0.30564444444444444,0.004306439909177652,0.85,5.8,5.801056677843229
1.1,0.532,0.2627377777777778,0.003973076598093849,0.85,5.8,5.8220919351038205
1.1,1.0047,0.1726822222222222,0.0031976521093367363,0.85,5.8,5.841651270141428
1.1,1.5223,0.08771333333333334,0.002303952320751516,0.85,5.8,5.8629936309755255
1.1,2.0054,0.04190222222222222,0.0016053387012337963,0.85,5.8,5.882843584434443
1.1,2.5345,0.023259444444444444,0.0011762320832132776,0.85,5.8,5.904507052931712
1.1,3.0283,0.015807222222222223,0.000999268405224048,0.85,5.8,5.9246537373481
1.1,3.5273,0.014696666666666665,0.0009727385930301986,0.85,5.8,5.944943221535781
1.1,4.0316,0.012537777777777778,0.0008928909905400851,0.85,5.8,5.965378093606374
1.1,4.4987,0.012293888888888889,0.0008755708896006362,0.85,5.8,5.984243325756985
1.1,5.0134,0.013044444444444445,0.0008818240075246951,0.85,5.8,6.004962392486695
1.1,5.5336,0.011575,0.0008383267064019055,0.85,5.8,6.02583047432664
1.1,6.0155,0.011129444444444445,0.0008119590316855909,0.85,5.8,6.045097855444113
1.1,6.5021,0.011607222222222222,0.0008120095860894959,0.85,5.8,6.064491040335067
1.1,7.0385,0.011488333333333333,0.0008257011610791203,0.85,5.8,6.085797368674916
1.1,7.5354,0.00951,0.0007674343982097464,0.85,5.8,6.105468377428019
1.1,8.0372,0.008676666666666666,0.0007366540974292203,0.85,5.8,6.125269255066495
1.1,8.4978,0.008096666666666667,0.0007256937931948168,0.85,5.8,6.143388217521124
1.1,9.0093,0.007466666666666667,0.0006642860271945556,0.85,5.8,6.163447051489542
1.1,9.526,0.00982111111111111,0.000761431805916806,0.85,5.8,6.183643743967778
1.1,10.0003,0.006988333333333333,0.0006571015198638696,0.85,5.8,6.202125217007733
1.1,10.5271,0.006955555555555556,0.0006824976823548583,0.85,5.8,6.222588053035909
1.1,10.9621,0.006792222222222222,0.0006579016399897743,0.85,5.8,6.2394344549888325
1.1,11.4988,0.0064288888888888885,0.0006443726013594278,0.85,5.8,6.260156957995594
1.1,12.041,0.0065966666666666665,0.0006658063893866955,0.85,5.8,6.281022398957919
1.1,12.4887,0.005407222222222222,0.0005842741091028261,0.85,5.8,6.298199100243055
1.1,13.0412,0.004900555555555556,0.0006008468817499529,0.85,5.8,6.319332254484376
1.1,13.4974,0.0055650000000000005,0.0006003401813416567,0.85,5.8,6.336728805402344
1.1,14.0089,0.006206666666666667,0.0006347207026483147,0.85,5.8,6.356177524153457
1.1,14.5253,0.0072699999999999996,0.0006579640314383961,0.85,5.8,6.375752373483278
1.1,15.0465,0.005852222222222222,0.0006127634228196711,0.85,5.8,6.395448422070485
1.1,15.52,0.0060999999999999995,0.000625948169668313,0.85,5.8,6.413289458421595
1.1,15.9975,0.003956111111111111,0.0005554708268722785,0.85,5.8,6.431231089037905
1.1,16.5329,0.0050888888888888885,0.0006233462070367963,0.85,5.8,6.451288920334586
1.1,17.0191,0.00442,0.0005602479609760108,0.85,5.8,6.469449681506477
1.1,17.5096,0.0033227777777777774,0.0006157979366362249,0.85,5.8,6.487719545479579
1.1,18.0044,0.004269444444444445,0.0005067924429654745,0.85,5.8,6.506097593134639
1.1,18.5036,0.004841666666666667,0.000617770033924287,0.85,5.8,6.5245866087785345
1.1,19.0071,0.0050911111111111105,0.0005882417828255048,0.85,5.8,6.543181963758389
1.1,19.515,0.0033194444444444447,0.0005202026551923162,0.85,5.8,6.561886431485938
1.1,20.0274,0.004015555555555556,0.0005452856313466241,0.85,5.8,6.580702748504517
1.1,20.5444,0.003515,0.0005100462941951663,0.85,5.8,6.599633614553483
1.1,21.0078,0.004202222222222222,0.0005446518879177283,0.85,5.8,6.616555790585966
1.1,21.5335,0.00373,0.0005572252686302013,0.85,5.8,6.635700755527811
